Index,QuoteDate,QuoteTime,TOSsymbol,Expiration,Strike,P/C,Mark,Extrinsic,SPX,VIX,ImpVol,Delta,Gamma,Theta,Vega,Rho,OpenInterest,Root
180102.SPX180223C2950,1/2/2018,3:45:00 PM,.SPXW180223C2950,2/23/2018,2950,C,0.150000006,0.150000006,2694.429932,,0.0929,0.0051,0.000157,-0.013438,0.150596,1.950115,60,SPXW
180102.SPX180223P2950,1/2/2018,3:45:00 PM,.SPXW180223P2950,2/23/2018,2950,P,255.3500061,-0.219999999,2694.429932,,0,-0.9972,0.000097,-0.007216,0.086956,-419.496319,0,SPXW
180102.SPX180223C3000,1/2/2018,3:45:00 PM,.SPXW180223C3000,2/23/2018,3000,C,0.079999998,0.079999998,2694.429932,,0.1006,0.0025,0.000076,-0.007616,0.078756,0.946888,32,SPXW
180102.SPX180223P3000,1/2/2018,3:45:00 PM,.SPXW180223P3000,2/23/2018,3000,P,305.1499939,-0.419999987,2694.429932,,0,-0.9838,0.0003,-0.052528,0.412503,-422.778128,0,SPXW
180102.SPX180223C3050,1/2/2018,3:45:00 PM,.SPXW180223C3050,2/23/2018,3050,C,0.079999998,0.079999998,2694.429932,,0.1143,0.0022,0.000059,-0.007672,0.069848,0.828181,0,SPXW
180102.SPX180223P3050,1/2/2018,3:45:00 PM,.SPXW180223P3050,2/23/2018,3050,P,355.3500061,-0.219999999,2694.429932,,0,-0.9785,0.000316,-0.080683,0.524194,-426.706633,0,SPXW
180102.SPX180223C3100,1/2/2018,3:45:00 PM,.SPXW180223C3100,2/23/2018,3100,C,0.029999999,0.029999999,2694.429932,,0.1167,0.0008,0.000023,-0.003095,0.027591,0.299961,7,SPXW
180102.SPX180223P3100,1/2/2018,3:45:00 PM,.SPXW180223P3100,2/23/2018,3100,P,406.0499878,0.479999989,2694.429932,,0.1573,-0.9901,0.000165,-0.040615,0.268622,-438.184066,0,SPXW
180102.SPX180228C1100,1/2/2018,3:45:00 PM,.SPXW180228C1100,2/28/2018,1100,C,1587.349976,-6.550000191,2693.899902,,0,0,0,0,0,0,15,SPXW
180102.SPX180228P1100,1/2/2018,3:45:00 PM,.SPXW180228P1100,2/28/2018,1100,P,0.050000001,0.050000001,2693.899902,,0.6774,-0.0003,0.000001,-0.005932,0.009989,-0.113447,477,SPXW
180102.SPX180228C1200,1/2/2018,3:45:00 PM,.SPXW180228C1200,2/28/2018,1200,C,1488.099976,-5.800000191,2693.899902,,0,0,0,0,0,0,0,SPXW
180102.SPX180228P1200,1/2/2018,3:45:00 PM,.SPXW180228P1200,2/28/2018,1200,P,0.050000001,0.050000001,2693.899902,,0.6134,-0.0003,0.000002,-0.0058,0.010787,-0.122406,541,SPXW
180102.SPX180228C1300,1/2/2018,3:45:00 PM,.SPXW180228C1300,2/28/2018,1300,C,1388.699951,-5.199999809,2693.899902,,0,0,0,0,0,0,1,SPXW
180102.SPX180228P1300,1/2/2018,3:45:00 PM,.SPXW180228P1300,2/28/2018,1300,P,0.050000001,0.050000001,2693.899902,,0.5551,-0.0003,0.000002,-0.005743,0.011802,-0.134035,778,SPXW
180102.SPX180228C1400,1/2/2018,3:45:00 PM,.SPXW180228C1400,2/28/2018,1400,C,1289.050049,-4.849999905,2693.899902,,0,0,0,0,0,0,0,SPXW
180102.SPX180228P1400,1/2/2018,3:45:00 PM,.SPXW180228P1400,2/28/2018,1400,P,0.050000001,0.050000001,2693.899902,,0.5032,-0.0003,0.000002,-0.005983,0.01356,-0.154841,8025,SPXW
180102.SPX180228C1500,1/2/2018,3:45:00 PM,.SPXW180228C1500,2/28/2018,1500,C,1190.25,-3.650000095,2693.899902,,0.05,0,0,0,0,0,1,SPXW
180102.SPX180228P1500,1/2/2018,3:45:00 PM,.SPXW180228P1500,2/28/2018,1500,P,0.050000001,0.050000001,2693.899902,,0.4515,-0.0004,0.000003,-0.005736,0.014491,-0.16544,268,SPXW
180102.SPX180228C1550,1/2/2018,3:45:00 PM,.SPXW180228C1550,2/28/2018,1550,C,1140.199951,-3.700000048,2693.899902,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180228P1550,1/2/2018,3:45:00 PM,.SPXW180228P1550,2/28/2018,1550,P,0.079999998,0.079999998,2693.899902,,0.4421,-0.0006,0.000004,-0.00834,0.021519,-0.253589,258,SPXW
180102.SPX180228C1600,1/2/2018,3:45:00 PM,.SPXW180228C1600,2/28/2018,1600,C,1090.349976,-3.549999952,2693.899902,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180228P1600,1/2/2018,3:45:00 PM,.SPXW180228P1600,2/28/2018,1600,P,0.100000001,0.100000001,2693.899902,,0.4278,-0.0008,0.000006,-0.010602,0.028269,-0.340635,88,SPXW
180102.SPX180228C1650,1/2/2018,3:45:00 PM,.SPXW180228C1650,2/28/2018,1650,C,1040.550049,-3.349999905,2693.899902,,0.05,0,0,0,0,0,1,SPXW
180102.SPX180228P1650,1/2/2018,3:45:00 PM,.SPXW180228P1650,2/28/2018,1650,P,0.170000002,0.170000002,2693.899902,,0.4237,-0.0013,0.000009,-0.016939,0.045602,-0.574342,4426,SPXW
180102.SPX180228C1700,1/2/2018,3:45:00 PM,.SPXW180228C1700,2/28/2018,1700,C,990.75,-3.150000095,2693.899902,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180228P1700,1/2/2018,3:45:00 PM,.SPXW180228P1700,2/28/2018,1700,P,0.180000007,0.180000007,2693.899902,,0.3999,-0.0014,0.000011,-0.016957,0.048362,-0.610943,7263,SPXW
180102.SPX180228C1750,1/2/2018,3:45:00 PM,.SPXW180228C1750,2/28/2018,1750,C,941.25,-2.650000095,2693.899902,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180228P1750,1/2/2018,3:45:00 PM,.SPXW180228P1750,2/28/2018,1750,P,0.219999999,0.219999999,2693.899902,,0.3854,-0.0018,0.000014,-0.020872,0.061779,-0.798622,700,SPXW
180102.SPX180228C1800,1/2/2018,3:45:00 PM,.SPXW180228C1800,2/28/2018,1800,C,891.2000122,-2.700000048,2693.899902,,0.05,0,0,0,0,0,2,SPXW
180102.SPX180228P1800,1/2/2018,3:45:00 PM,.SPXW180228P1800,2/28/2018,1800,P,0.349999994,0.349999994,2693.899902,,0.3781,-0.0028,0.000021,-0.030117,0.090847,-1.223214,831,SPXW
180102.SPX180228C1850,1/2/2018,3:45:00 PM,.SPXW180228C1850,2/28/2018,1850,C,841.4000244,-2.5,2693.899902,,0.05,0,0,0,0,0,0,SPXW
180102.SPX180228P1850,1/2/2018,3:45:00 PM,.SPXW180228P1850,2/28/2018,1850,P,0.379999995,0.379999995,2693.899902,,0.3568,-0.0031,0.000025,-0.031503,0.100699,-1.36823,296,SPXW
180102.SPX180228C1875,1/2/2018,3:45:00 PM,.SPXW180228C1875,2/28/2018,1875,C,816.7999878,-2.099999905,2693.899902,,0,0,0,0,0,0,0,SPXW
180102.SPX180228P1875,1/2/2018,3:45:00 PM,.SPXW180228P1875,2/28/2018,1875,P,0.430000007,0.430000007,2693.899902,,0.3497,-0.0036,0.000029,-0.034826,0.113584,-1.563717,757,SPXW
180102.SPX180228C1900,1/2/2018,3:45:00 PM,.SPXW180228C1900,2/28/2018,1900,C,791.7000122,-2.200000048,2693.899902,,0.05,0,0,0,0,0,1,SPXW
180102.SPX180228P1900,1/2/2018,3:45:00 PM,.SPXW180228P1900,2/28/2018,1900,P,0.5,0.5,2693.899902,,0.344,-0.0042,0.000034,-0.039734,0.131754,-1.845231,937,SPXW
180102.SPX180228C1925,1/2/2018,3:45:00 PM,.SPXW180228C1925,2/28/2018,1925,C,766.7999878,-2.099999905,2693.899902,,0,0,0,0,0,0,0,SPXW
180102.SPX180228P1925,1/2/2018,3:45:00 PM,.SPXW180228P1925,2/28/2018,1925,P,0.550000012,0.550000012,2693.899902,,0.3361,-0.0047,0.000038,-0.042932,0.145713,-2.064229,541,SPXW
180102.SPX180228C1950,1/2/2018,3:45:00 PM,.SPXW180228C1950,2/28/2018,1950,C,741.9500122,-1.950000048,2693.899902,,0,0,0,0,0,0,19,SPXW
180102.SPX180228P1950,1/2/2018,3:45:00 PM,.SPXW180228P1950,2/28/2018,1950,P,0.600000024,0.600000024,2693.899902,,0.3275,-0.0052,0.000043,-0.045779,0.159455,-2.282343,390,SPXW
180102.SPX180228C1975,1/2/2018,3:45:00 PM,.SPXW180228C1975,2/28/2018,1975,C,717.0999756,-1.799999952,2693.899902,,0,0,0,0,0,0,0,SPXW
180102.SPX180228P1975,1/2/2018,3:45:00 PM,.SPXW180228P1975,2/28/2018,1975,P,0.649999976,0.649999976,2693.899902,,0.3187,-0.0057,0.000048,-0.048627,0.174021,-2.516368,1264,SPXW
180102.SPX180228C2000,1/2/2018,3:45:00 PM,.SPXW180228C2000,2/28/2018,2000,C,692.25,-1.649999976,2693.899902,,0,0,0,0,0,0,13,SPXW
180102.SPX180228P2000,1/2/2018,3:45:00 PM,.SPXW180228P2000,2/28/2018,2000,P,0.730000019,0.730000019,2693.899902,,0.3112,-0.0065,0.000055,-0.053022,0.194342,-2.849013,3196,SPXW
180102.SPX180228C2025,1/2/2018,3:45:00 PM,.SPXW180228C2025,2/28/2018,2025,C,667.6500244,-1.25,2693.899902,,0,0,0,0,0,0,0,SPXW
180102.SPX180228P2025,1/2/2018,3:45:00 PM,.SPXW180228P2025,2/28/2018,2025,P,0.800000012,0.800000012,2693.899902,,0.3031,-0.0073,0.000063,-0.057117,0.214918,-3.190935,1141,SPXW
180102.SPX180228C2050,1/2/2018,3:45:00 PM,.SPXW180228C2050,2/28/2018,2050,C,642.5499878,-1.350000024,2693.899902,,0,0,0,0,0,0,0,SPXW
180102.SPX180228P2050,1/2/2018,3:45:00 PM,.SPXW180228P2050,2/28/2018,2050,P,0.879999995,0.879999995,2693.899902,,0.2947,-0.0081,0.000071,-0.061044,0.236244,-3.550536,4345,SPXW
180102.SPX180228C2075,1/2/2018,3:45:00 PM,.SPXW180228C2075,2/28/2018,2075,C,617.75,-1.149999976,2693.899902,,0,0.9992,0.000012,-0.005274,0.028933,325.29427,2,SPXW
180102.SPX180228P2075,1/2/2018,3:45:00 PM,.SPXW180228P2075,2/28/2018,2075,P,0.970000029,0.970000029,2693.899902,,0.287,-0.0092,0.000081,-0.066191,0.263067,-4.011475,2010,SPXW
180102.SPX180228C2100,1/2/2018,3:45:00 PM,.SPXW180228C2100,2/28/2018,2100,C,592.9500122,-0.949999988,2693.899902,,0,0.9968,0.00004,-0.021074,0.104136,328.157451,100,SPXW
180102.SPX180228P2100,1/2/2018,3:45:00 PM,.SPXW180228P2100,2/28/2018,2100,P,1.080000043,1.080000043,2693.899902,,0.2788,-0.0103,0.000092,-0.071103,0.29085,-4.497048,3307,SPXW
180102.SPX180228C2125,1/2/2018,3:45:00 PM,.SPXW180228C2125,2/28/2018,2125,C,568.1500244,-0.75,2693.899902,,0,0.9991,0.000015,-0.005217,0.03135,333.08622,23,SPXW
180102.SPX180228P2125,1/2/2018,3:45:00 PM,.SPXW180228P2125,2/28/2018,2125,P,1.169999957,1.169999957,2693.899902,,0.2703,-0.0115,0.000104,-0.075765,0.31969,-5.009363,5091,SPXW
180102.SPX180228C2150,1/2/2018,3:45:00 PM,.SPXW180228C2150,2/28/2018,2150,C,543.3499756,-0.550000012,2693.899902,,0,0.9954,0.000057,-0.027701,0.143374,335.192139,8,SPXW
180102.SPX180228P2150,1/2/2018,3:45:00 PM,.SPXW180228P2150,2/28/2018,2150,P,1.330000043,1.330000043,2693.899902,,0.2629,-0.0131,0.00012,-0.082741,0.358947,-5.723017,11994,SPXW
180102.SPX180228C2175,1/2/2018,3:45:00 PM,.SPXW180228C2175,2/28/2018,2175,C,518.8499756,-0.050000001,2693.899902,,0,0.9969,0.000044,-0.017243,0.099143,339.408752,8,SPXW
180102.SPX180228P2175,1/2/2018,3:45:00 PM,.SPXW180228P2175,2/28/2018,2175,P,1.450000048,1.450000048,2693.899902,,0.2543,-0.0146,0.000137,-0.088081,0.394999,-6.389924,1394,SPXW
180102.SPX180228C2200,1/2/2018,3:45:00 PM,.SPXW180228C2200,2/28/2018,2200,C,493.8500061,-0.050000001,2693.899902,,0,0.9968,0.000048,-0.017084,0.103023,342.717658,84,SPXW
180102.SPX180228P2200,1/2/2018,3:45:00 PM,.SPXW180228P2200,2/28/2018,2200,P,1.620000005,1.620000005,2693.899902,,0.2466,-0.0167,0.000158,-0.095508,0.441747,-7.275537,2704,SPXW
180102.SPX180228C2225,1/2/2018,3:45:00 PM,.SPXW180228C2225,2/28/2018,2225,C,469.3500061,0.449999988,2693.899902,,0.169,0.9981,0.000033,-0.009464,0.063863,346.848737,41,SPXW
180102.SPX180228P2225,1/2/2018,3:45:00 PM,.SPXW180228P2225,2/28/2018,2225,P,1.779999971,1.779999971,2693.899902,,0.2378,-0.0186,0.00018,-0.10123,0.485562,-8.121444,3144,SPXW
180102.SPX180228C2250,1/2/2018,3:45:00 PM,.SPXW180228C2250,2/28/2018,2250,C,444.3500061,0.449999988,2693.899902,,0.16,0.998,0.000037,-0.009379,0.066883,350.713698,34,SPXW
180102.SPX180228P2250,1/2/2018,3:45:00 PM,.SPXW180228P2250,2/28/2018,2250,P,1.970000029,1.970000029,2693.899902,,0.2297,-0.0212,0.000208,-0.108944,0.541059,-9.219987,5705,SPXW
180102.SPX180228C2275,1/2/2018,3:45:00 PM,.SPXW180228C2275,2/28/2018,2275,C,419.6499939,0.75,2693.899902,,0.1747,0.9935,0.000098,-0.029735,0.194173,352.673247,29,SPXW
180102.SPX180228P2275,1/2/2018,3:45:00 PM,.SPXW180228P2275,2/28/2018,2275,P,2.220000029,2.220000029,2693.899902,,0.2219,-0.0243,0.000241,-0.118096,0.607178,-10.565301,10488,SPXW
180102.SPX180228C2300,1/2/2018,3:45:00 PM,.SPXW180228C2300,2/28/2018,2300,C,395.25,1.350000024,2693.899902,,0.1854,0.9859,0.000181,-0.061956,0.381244,353.303881,149,SPXW
180102.SPX180228P2300,1/2/2018,3:45:00 PM,.SPXW180228P2300,2/28/2018,2300,P,2.470000029,2.470000029,2693.899902,,0.2135,-0.0276,0.000279,-0.12654,0.676175,-12.007004,4218,SPXW
180102.SPX180228C2325,1/2/2018,3:45:00 PM,.SPXW180228C2325,2/28/2018,2325,C,370.3500061,1.450000048,2693.899902,,0.1767,0.984,0.000212,-0.065997,0.425929,356.380433,25,SPXW
180102.SPX180228P2325,1/2/2018,3:45:00 PM,.SPXW180228P2325,2/28/2018,2325,P,2.779999971,2.779999971,2693.899902,,0.2052,-0.0316,0.000325,-0.136129,0.75664,-13.739367,1123,SPXW
180102.SPX180228C2350,1/2/2018,3:45:00 PM,.SPXW180228C2350,2/28/2018,2350,C,346,2.099999905,2693.899902,,0.178,0.976,0.000298,-0.093788,0.600913,356.821802,205,SPXW
180102.SPX180228P2350,1/2/2018,3:45:00 PM,.SPXW180228P2350,2/28/2018,2350,P,3.099999905,3.099999905,2693.899902,,0.1967,-0.0362,0.000379,-0.145793,0.845383,-15.710533,1459,SPXW
180102.SPX180228C2375,1/2/2018,3:45:00 PM,.SPXW180228C2375,2/28/2018,2375,C,321.5499878,2.650000095,2693.899902,,0.1742,0.969,0.000377,-0.113894,0.745568,357.663905,15,SPXW
180102.SPX180228P2375,1/2/2018,3:45:00 PM,.SPXW180228P2375,2/28/2018,2375,P,3.5,3.5,2693.899902,,0.1884,-0.0418,0.000445,-0.156991,0.950365,-18.126623,4438,SPXW
180102.SPX180228C2390,1/2/2018,3:45:00 PM,.SPXW180228C2390,2/28/2018,2390,C,306.8500061,2.950000048,2693.899902,,0.1707,0.9648,0.000427,-0.123755,0.826801,358.21272,0,SPXW
180102.SPX180228P2390,1/2/2018,3:45:00 PM,.SPXW180228P2390,2/28/2018,2390,P,3.799999952,3.799999952,2693.899902,,0.1837,-0.0459,0.000492,-0.165061,1.024862,-19.897318,1730,SPXW
180102.SPX180228C2400,1/2/2018,3:45:00 PM,.SPXW180228C2400,2/28/2018,2400,C,297.1499939,3.25,2693.899902,,0.1692,0.961,0.000469,-0.133445,0.899371,358.121633,266,SPXW
180102.SPX180228P2400,1/2/2018,3:45:00 PM,.SPXW180228P2400,2/28/2018,2400,P,4,4,2693.899902,,0.1804,-0.0487,0.000526,-0.170106,1.075593,-21.128004,7977,SPXW
180102.SPX180228C2410,1/2/2018,3:45:00 PM,.SPXW180228C2410,2/28/2018,2410,C,287.3500061,3.450000048,2693.899902,,0.1664,0.958,0.000506,-0.13925,0.954587,358.401828,16,SPXW
180102.SPX180228P2410,1/2/2018,3:45:00 PM,.SPXW180228P2410,2/28/2018,2410,P,4.25,4.25,2693.899902,,0.1774,-0.0521,0.000564,-0.176433,1.13446,-22.584891,1015,SPXW
180102.SPX180228C2420,1/2/2018,3:45:00 PM,.SPXW180228C2420,2/28/2018,2420,C,277.6499939,3.75,2693.899902,,0.1643,0.954,0.000551,-0.147937,1.026918,358.242124,1,SPXW
180102.SPX180228P2420,1/2/2018,3:45:00 PM,.SPXW180228P2420,2/28/2018,2420,P,4.5,4.5,2693.899902,,0.1742,-0.0556,0.000604,-0.182408,1.194175,-24.090967,152,SPXW
180102.SPX180228C2425,1/2/2018,3:45:00 PM,.SPXW180228C2425,2/28/2018,2425,C,272.75,3.849999905,2693.899902,,0.1627,0.9524,0.000572,-0.150538,1.05521,358.340754,72,SPXW
180102.SPX180228P2425,1/2/2018,3:45:00 PM,.SPXW180228P2425,2/28/2018,2425,P,4.599999905,4.599999905,2693.899902,,0.1724,-0.0571,0.000624,-0.184522,1.220945,-24.7737,2357,SPXW
180102.SPX180228C2430,1/2/2018,3:45:00 PM,.SPXW180228C2430,2/28/2018,2430,C,267.8999939,4,2693.899902,,0.1615,0.9504,0.000596,-0.154622,1.091762,358.227491,1,SPXW
180102.SPX180228P2430,1/2/2018,3:45:00 PM,.SPXW180228P2430,2/28/2018,2430,P,4.75,4.75,2693.899902,,0.1709,-0.0592,0.000647,-0.188032,1.254893,-25.651614,183,SPXW
180102.SPX180228C2440,1/2/2018,3:45:00 PM,.SPXW180228C2440,2/28/2018,2440,C,258.25,4.349999905,2693.899902,,0.1594,0.9457,0.000649,-0.163929,1.172886,357.763444,0,SPXW
180102.SPX180228P2440,1/2/2018,3:45:00 PM,.SPXW180228P2440,2/28/2018,2440,P,5.050000191,5.050000191,2693.899902,,0.1678,-0.0633,0.000695,-0.194723,1.323435,-27.45277,151,SPXW
180102.SPX180228C2450,1/2/2018,3:45:00 PM,.SPXW180228C2450,2/28/2018,2450,C,248.6000061,4.699999809,2693.899902,,0.157,0.9409,0.000704,-0.17261,1.253964,357.246977,77,SPXW
180102.SPX180228P2450,1/2/2018,3:45:00 PM,.SPXW180228P2450,2/28/2018,2450,P,5.349999905,5.349999905,2693.899902,,0.1646,-0.0677,0.000746,-0.200977,1.392997,-29.320335,2785,SPXW
180102.SPX180228C2460,1/2/2018,3:45:00 PM,.SPXW180228C2460,2/28/2018,2460,C,238.9499969,5.050000191,2693.899902,,0.1544,0.9359,0.000763,-0.180765,1.335764,356.657103,1,SPXW
180102.SPX180228P2460,1/2/2018,3:45:00 PM,.SPXW180228P2460,2/28/2018,2460,P,5.699999809,5.699999809,2693.899902,,0.1615,-0.0726,0.000803,-0.208134,1.470141,-31.442513,183,SPXW
180102.SPX180228C2470,1/2/2018,3:45:00 PM,.SPXW180228C2470,2/28/2018,2470,C,229.1999969,5.300000191,2693.899902,,0.1508,0.9316,0.000821,-0.185582,1.404125,356.38453,58,SPXW
180102.SPX180228P2470,1/2/2018,3:45:00 PM,.SPXW180228P2470,2/28/2018,2470,P,6,6,2693.899902,,0.1579,-0.0773,0.000861,-0.213465,1.542182,-33.466737,125,SPXW
180102.SPX180228C2475,1/2/2018,3:45:00 PM,.SPXW180228C2475,2/28/2018,2475,C,224.6000061,5.699999809,2693.899902,,0.1508,0.927,0.000863,-0.195194,1.476566,355.156543,344,SPXW
180102.SPX180228P2475,1/2/2018,3:45:00 PM,.SPXW180228P2475,2/28/2018,2475,P,6.199999809,6.199999809,2693.899902,,0.1563,-0.0801,0.000894,-0.217214,1.584776,-34.688606,1250,SPXW
180102.SPX180228C2480,1/2/2018,3:45:00 PM,.SPXW180228C2480,2/28/2018,2480,C,219.8000031,5.900000095,2693.899902,,0.1493,0.9241,0.000898,-0.199209,1.521459,354.677164,1,SPXW
180102.SPX180228P2480,1/2/2018,3:45:00 PM,.SPXW180228P2480,2/28/2018,2480,P,6.400000095,6.400000095,2693.899902,,0.1547,-0.083,0.000927,-0.220822,1.627698,-35.936274,691,SPXW
180102.SPX180228C2490,1/2/2018,3:45:00 PM,.SPXW180228C2490,2/28/2018,2490,C,210.1999969,6.300000191,2693.899902,,0.1463,0.9181,0.000971,-0.206744,1.611961,353.644477,20,SPXW
180102.SPX180228P2490,1/2/2018,3:45:00 PM,.SPXW180228P2490,2/28/2018,2490,P,6.849999905,6.849999905,2693.899902,,0.1517,-0.0894,0.001,-0.22877,1.720177,-38.685033,226,SPXW
180102.SPX180228C2500,1/2/2018,3:45:00 PM,.SPXW180228C2500,2/28/2018,2500,C,200.6499939,6.75,2693.899902,,0.1433,0.9114,0.001052,-0.214836,1.709858,352.313037,810,SPXW
180102.SPX180228P2500,1/2/2018,3:45:00 PM,.SPXW180228P2500,2/28/2018,2500,P,7.300000191,7.300000191,2693.899902,,0.1484,-0.096,0.001077,-0.235998,1.813684,-41.545741,6250,SPXW
180102.SPX180228C2510,1/2/2018,3:45:00 PM,.SPXW180228C2510,2/28/2018,2510,C,191.1499939,7.25,2693.899902,,0.1404,0.904,0.00114,-0.223308,1.814589,350.676761,28,SPXW
180102.SPX180228P2510,1/2/2018,3:45:00 PM,.SPXW180228P2510,2/28/2018,2510,P,7.75,7.75,2693.899902,,0.1449,-0.1029,0.001161,-0.242481,1.90843,-44.530826,232,SPXW
180102.SPX180228C2520,1/2/2018,3:45:00 PM,.SPXW180228C2520,2/28/2018,2520,C,181.75,7.849999905,2693.899902,,0.1377,0.8954,0.001237,-0.233117,1.931257,348.542213,121,SPXW
180102.SPX180228P2520,1/2/2018,3:45:00 PM,.SPXW180228P2520,2/28/2018,2520,P,8.300000191,8.300000191,2693.899902,,0.1417,-0.111,0.001254,-0.250406,2.015157,-48.010699,108,SPXW
180102.SPX180228C2525,1/2/2018,3:45:00 PM,.SPXW180228C2525,2/28/2018,2525,C,176.9499969,8.050000191,2693.899902,,0.1357,0.8918,0.001286,-0.235476,1.978978,347.77818,526,SPXW
180102.SPX180228P2525,1/2/2018,3:45:00 PM,.SPXW180228P2525,2/28/2018,2525,P,8.550000191,8.550000191,2693.899902,,0.1399,-0.1149,0.001302,-0.253471,2.066314,-49.719395,1461,SPXW
180102.SPX180228C2530,1/2/2018,3:45:00 PM,.SPXW180228C2530,2/28/2018,2530,C,172.25,8.350000381,2693.899902,,0.1342,0.8873,0.001339,-0.239774,2.037841,346.611785,2,SPXW
180102.SPX180228P2530,1/2/2018,3:45:00 PM,.SPXW180228P2530,2/28/2018,2530,P,8.850000381,8.850000381,2693.899902,,0.1383,-0.1194,0.001353,-0.257366,2.12281,-51.643984,380,SPXW
180102.SPX180228C2540,1/2/2018,3:45:00 PM,.SPXW180228C2540,2/28/2018,2540,C,162.9499969,9.050000191,2693.899902,,0.1314,0.8772,0.001453,-0.249544,2.165847,343.799854,44,SPXW
180102.SPX180228P2540,1/2/2018,3:45:00 PM,.SPXW180228P2540,2/28/2018,2540,P,9.449999809,9.449999809,2693.899902,,0.1348,-0.1286,0.001463,-0.264386,2.236617,-55.631871,155,SPXW
180102.SPX180228C2550,1/2/2018,3:45:00 PM,.SPXW180228C2550,2/28/2018,2550,C,153.6999969,9.800000191,2693.899902,,0.1285,0.8661,0.001577,-0.259078,2.298859,340.609733,626,SPXW
180102.SPX180228P2550,1/2/2018,3:45:00 PM,.SPXW180228P2550,2/28/2018,2550,P,10.14999962,10.14999962,2693.899902,,0.1315,-0.1391,0.001582,-0.272221,2.3604,-60.156022,4486,SPXW
180102.SPX180228C2560,1/2/2018,3:45:00 PM,.SPXW180228C2560,2/28/2018,2560,C,144.3999939,10.5,2693.899902,,0.1251,0.855,0.00171,-0.26627,2.4273,337.375102,48,SPXW
180102.SPX180228P2560,1/2/2018,3:45:00 PM,.SPXW180228P2560,2/28/2018,2560,P,10.85000038,10.85000038,2693.899902,,0.128,-0.1502,0.001712,-0.278808,2.485011,-64.913332,346,SPXW
180102.SPX180228C2570,1/2/2018,3:45:00 PM,.SPXW180228C2570,2/28/2018,2570,C,135.3000031,11.39999962,2693.899902,,0.1222,0.8417,0.001856,-0.275629,2.572815,333.210233,10,SPXW
180102.SPX180228P2570,1/2/2018,3:45:00 PM,.SPXW180228P2570,2/28/2018,2570,P,11.64999962,11.64999962,2693.899902,,0.1245,-0.1626,0.001854,-0.285801,2.618321,-70.257765,425,SPXW
180102.SPX180228C2575,1/2/2018,3:45:00 PM,.SPXW180228C2575,2/28/2018,2575,C,130.6999969,11.80000019,2693.899902,,0.1204,0.8352,0.001934,-0.278829,2.64144,331.18405,1650,SPXW
180102.SPX180228P2575,1/2/2018,3:45:00 PM,.SPXW180228P2575,2/28/2018,2575,P,12.05000019,12.05000019,2693.899902,,0.1227,-0.169,0.00193,-0.28874,2.685185,-73.042491,3472,SPXW
180102.SPX180228C2580,1/2/2018,3:45:00 PM,.SPXW180228C2580,2/28/2018,2580,C,126.1999969,12.30000019,2693.899902,,0.1189,0.8278,0.002015,-0.283263,2.717414,328.759378,60,SPXW
180102.SPX180228P2580,1/2/2018,3:45:00 PM,.SPXW180228P2580,2/28/2018,2580,P,12.55000019,12.55000019,2693.899902,,0.1211,-0.1764,0.002009,-0.292911,2.759125,-76.218412,464,SPXW
180102.SPX180228C2590,1/2/2018,3:45:00 PM,.SPXW180228C2590,2/28/2018,2590,C,117.1500015,13.25,2693.899902,,0.1154,0.8127,0.002188,-0.289915,2.865014,323.806389,12,SPXW
180102.SPX180228P2590,1/2/2018,3:45:00 PM,.SPXW180228P2590,2/28/2018,2590,P,13.44999981,13.44999981,2693.899902,,0.1173,-0.191,0.002179,-0.29827,2.899718,-82.52421,2189,SPXW
180102.SPX180228C2600,1/2/2018,3:45:00 PM,.SPXW180228C2600,2/28/2018,2600,C,108.0999985,14.19999981,2693.899902,,0.1116,0.7966,0.00238,-0.294666,3.012208,318.441702,2478,SPXW
180102.SPX180228P2600,1/2/2018,3:45:00 PM,.SPXW180228P2600,2/28/2018,2600,P,14.55000019,14.55000019,2693.899902,,0.1139,-0.208,0.002363,-0.304709,3.051794,-89.822507,5626,SPXW
180102.SPX180228C2610,1/2/2018,3:45:00 PM,.SPXW180228C2610,2/28/2018,2610,C,99.25,15.35000038,2693.899902,,0.108,0.778,0.002587,-0.300154,3.169748,312.012596,1001,SPXW
180102.SPX180228P2610,1/2/2018,3:45:00 PM,.SPXW180228P2610,2/28/2018,2610,P,15.64999962,15.64999962,2693.899902,,0.11,-0.226,0.002565,-0.308939,3.202091,-97.586356,3207,SPXW
180102.SPX180228C2620,1/2/2018,3:45:00 PM,.SPXW180228C2620,2/28/2018,2620,C,90.65000153,16.75,2693.899902,,0.1048,0.7566,0.002807,-0.306399,3.335898,304.361952,85,SPXW
180102.SPX180228P2620,1/2/2018,3:45:00 PM,.SPXW180228P2620,2/28/2018,2620,P,16.95000076,16.95000076,2693.899902,,0.1064,-0.2465,0.002783,-0.313375,3.359213,-106.433691,538,SPXW
180102.SPX180228C2625,1/2/2018,3:45:00 PM,.SPXW180228C2625,2/28/2018,2625,C,86.34999847,17.45000076,2693.899902,,0.103,0.7454,0.002926,-0.308413,3.416804,300.3153,1630,SPXW
